Name,Level-Up Learnset,TM Learnset,Egg Moves
Skarmory,"— : Air Slash,— : Leer,— : Peck,12 : Metal Claw,16 : Sand Tomb,20 : Wing Attack,24 : Slash,28 : Steel Wing,34 : Night Slash,38 : Drill Run,42 : Metal Sound,46 : Spikes,50 : Iron Defense,56 : Brave Bird,","TM005 : Roar,TM012 : Rock Slide,TM017 : Protect,TM022 : Aerial Ace,TM027 : Swift,TM030 : Swords Dance,TM032 : Double Team,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM043 : Fly,TM044 : Hyper Beam,TM047 : Agility,TM055 : Giga Impact,TM058 : Iron Head,TM079 : Hurricane,TM080 : Iron Defense,TM081 : X-Scissor,TM084 : Flash Cannon,TM085 : Substitute,TM088 : Spikes,TM090 : Dark Pulse,TM091 : Curse,TM094 : Whirlwind,TM095 : Taunt,TM109 : Facade,TM126 : Magnet Bomb,TM134 : Dual Wingbeat,TM143 : Scale Shot,TM145 : Razor Wind,TM146 : Skull Bash,TM153 : Sky Attack,TM157 : Steel Beam,","Whirlwind,Sky Attack,Curse,Air Cutter,Roost,Feint,Night Slash,"
Fennekin,"— : Tackle,— : Tail Whip,5 : Ember,14 : Charm,17 : Psybeam,20 : Fire Spin,25 : Light Screen,31 : Psyshock,35 : Flamethrower,38 : Will-O-Wisp,41 : Psychic,54 : Fire Blast,","TM003 : Psyshock,TM006 : Calm Mind,TM016 : Light Screen,TM017 : Protect,TM027 : Swift,TM035 : Endure,TM038 : Fire Blast,TM047 : Agility,TM050 : Overheat,TM057 : Will-O-Wisp,TM062 : Flamethrower,TM063 : Psychic,TM064 : Solar Beam,TM072 : Fire Spin,TM085 : Substitute,TM104 : Flare Blitz,TM109 : Facade,TM114 : Flame Charge,","Hypnosis,Heat Wave,Wish,Copycat,Magic Room,"
Braixen,"— : Tackle,— : Tail Whip,5 : Ember,14 : Charm,17 : Psybeam,20 : Fire Spin,25 : Light Screen,31 : Psyshock,35 : Flamethrower,38 : Will-O-Wisp,41 : Psychic,46 : Agility,54 : Fire Blast,","TM003 : Psyshock,TM006 : Calm Mind,TM016 : Light Screen,TM017 : Protect,TM023 : Thunder Punch,TM027 : Swift,TM029 : Fire Punch,TM035 : Endure,TM038 : Fire Blast,TM047 : Agility,TM050 : Overheat,TM057 : Will-O-Wisp,TM062 : Flamethrower,TM063 : Psychic,TM064 : Solar Beam,TM068 : Heat Wave,TM072 : Fire Spin,TM085 : Substitute,TM104 : Flare Blitz,TM109 : Facade,TM114 : Flame Charge,","Hypnosis,Heat Wave,Wish,Copycat,Magic Room,"
Delphox,"Evolve : Mystical Fire,— : Shadow Ball,— : Future Sight,— : Tackle,— : Tail Whip,5 : Ember,14 : Charm,17 : Psybeam,20 : Fire Spin,25 : Light Screen,31 : Psyshock,35 : Flamethrower,38 : Will-O-Wisp,41 : Psychic,46 : Agility,54 : Fire Blast,","TM003 : Psyshock,TM006 : Calm Mind,TM016 : Light Screen,TM017 : Protect,TM023 : Thunder Punch,TM027 : Swift,TM029 : Fire Punch,TM031 : Reflect,TM032 : Double Team,TM035 : Endure,TM038 : Fire Blast,TM044 : Hyper Beam,TM047 : Agility,TM050 : Overheat,TM051 : Safeguard,TM057 : Will-O-Wisp,TM059 : Zen Headbutt,TM060 : Future Sight,TM062 : Flamethrower,TM063 : Psychic,TM064 : Solar Beam,TM068 : Heat Wave,TM071 : Hyper Voice,TM072 : Fire Spin,TM074 : Shadow Ball,TM083 : Nasty Plot,TM085 : Substitute,TM092 : Dazzling Gleam,TM097 : Heal Block,TM099 : Metronome,TM102 : Focus Blast,TM104 : Flare Blitz,TM109 : Facade,TM114 : Flame Charge,TM117 : Silver Wind,TM119 : Ominous Wind,TM127 : Dream Eater,TM130 : Charge Beam,TM136 : Scorching Sands,TM145 : Razor Wind,TM158 : Blast Burn,","Hypnosis,Heat Wave,Wish,Copycat,Magic Room,"
Bagon,"— : Leer,— : Bite,— : Ember,10 : Dragon Breath,15 : Headbutt,25 : Crunch,30 : Dragon Claw,35 : Zen Headbutt,40 : Focus Energy,45 : Flamethrower,50 : Outrage,55 : Double-Edge,","TM001 : Headbutt,TM002 : Dragon Claw,TM005 : Roar,TM010 : Brick Break,TM012 : Rock Slide,TM014 : Fire Fang,TM017 : Protect,TM021 : Thunder Fang,TM025 : Crunch,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM054 : Draco Meteor,TM056 : Double-Edge,TM058 : Iron Head,TM059 : Zen Headbutt,TM061 : Shadow Claw,TM062 : Flamethrower,TM071 : Hyper Voice,TM072 : Fire Spin,TM075 : Dragon Pulse,TM080 : Iron Defense,TM085 : Substitute,TM093 : Outrage,TM096 : Hydro Pump,TM109 : Facade,","Thrash,Defense Curl,Twister,Dragon Rush,"
Shelgon,"Evolve : Protect,— : Leer,— : Bite,— : Ember,10 : Dragon Breath,15 : Headbutt,25 : Crunch,30 : Dragon Claw,35 : Zen Headbutt,40 : Focus Energy,45 : Flamethrower,50 : Outrage,55 : Double-Edge,","TM001 : Headbutt,TM002 : Dragon Claw,TM005 : Roar,TM010 : Brick Break,TM012 : Rock Slide,TM014 : Fire Fang,TM017 : Protect,TM021 : Thunder Fang,TM025 : Crunch,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM054 : Draco Meteor,TM056 : Double-Edge,TM058 : Iron Head,TM059 : Zen Headbutt,TM061 : Shadow Claw,TM062 : Flamethrower,TM071 : Hyper Voice,TM072 : Fire Spin,TM075 : Dragon Pulse,TM080 : Iron Defense,TM085 : Substitute,TM093 : Outrage,TM096 : Hydro Pump,TM109 : Facade,","Thrash,Defense Curl,Twister,Dragon Rush,"
Salamence,"Evolve : Fly,— : Leer,— : Bite,— : Ember,— : Protect,10 : Dragon Breath,15 : Headbutt,25 : Crunch,30 : Dragon Claw,35 : Zen Headbutt,40 : Focus Energy,45 : Flamethrower,50 : Outrage,55 : Double-Edge,60 : Air Slash,","TM001 : Headbutt,TM002 : Dragon Claw,TM005 : Roar,TM010 : Brick Break,TM012 : Rock Slide,TM014 : Fire Fang,TM017 : Protect,TM021 : Thunder Fang,TM022 : Aerial Ace,TM025 : Crunch,TM027 : Swift,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM043 : Fly,TM044 : Hyper Beam,TM054 : Draco Meteor,TM055 : Giga Impact,TM056 : Double-Edge,TM058 : Iron Head,TM059 : Zen Headbutt,TM061 : Shadow Claw,TM062 : Flamethrower,TM065 : Stone Edge,TM069 : Earthquake,TM071 : Hyper Voice,TM072 : Fire Spin,TM075 : Dragon Pulse,TM079 : Hurricane,TM080 : Iron Defense,TM085 : Substitute,TM093 : Outrage,TM096 : Hydro Pump,TM109 : Facade,TM114 : Flame Charge,TM124 : Psychic Fangs,TM134 : Dual Wingbeat,TM143 : Scale Shot,TM146 : Skull Bash,","Thrash,Defense Curl,Twister,Dragon Rush,"
Kangaskhan,"— : Tackle,— : Tail Whip,4 : Growl,12 : Bite,20 : Focus Energy,24 : Headbutt,32 : Take Down,36 : Crunch,40 : Endure,48 : Outrage,54 : Dynamic Punch,","TM001 : Headbutt,TM005 : Roar,TM010 : Brick Break,TM012 : Rock Slide,TM013 : Ice Beam,TM017 : Protect,TM018 : Power-Up Punch,TM022 : Aerial Ace,TM023 : Thunder Punch,TM024 : Ice Punch,TM025 : Crunch,TM028 : Dig,TM029 : Fire Punch,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM044 : Hyper Beam,TM051 : Safeguard,TM055 : Giga Impact,TM056 : Double-Edge,TM061 : Shadow Claw,TM062 : Flamethrower,TM064 : Solar Beam,TM067 : Thunderbolt,TM069 : Earthquake,TM070 : Whirlpool,TM073 : Surf,TM074 : Shadow Ball,TM078 : Bulldoze,TM085 : Substitute,TM087 : Iron Tail,TM093 : Outrage,TM096 : Hydro Pump,TM102 : Focus Blast,TM103 : Work Up,TM105 : Blizzard,TM106 : Thunder,TM108 : Comet Punch,TM109 : Facade,TM129 : Circle Throw,TM131 : Drain Punch,TM132 : Double Hit,TM135 : Dual Chop,TM141 : Fake Out,",No Egg Moves
Drampa,"— : Leer,— : Twister,5 : Protect,10 : Glare,15 : Safeguard,20 : Dragon Breath,25 : Icy Wind,28 : Body Slam,32 : Amnesia,35 : Dragon Pulse,40 : Light Screen,44 : Fly,50 : Hyper Voice,54 : Outrage,56 : Dragon Rush,","TM002 : Dragon Claw,TM006 : Calm Mind,TM008 : Thunder Wave,TM012 : Rock Slide,TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM020 : Play Rough,TM026 : Energy Ball,TM027 : Swift,TM033 : Body Slam,TM035 : Endure,TM038 : Fire Blast,TM043 : Fly,TM044 : Hyper Beam,TM049 : Icy Wind,TM051 : Safeguard,TM052 : Earth Power,TM054 : Draco Meteor,TM055 : Giga Impact,TM061 : Shadow Claw,TM062 : Flamethrower,TM064 : Solar Beam,TM067 : Thunderbolt,TM068 : Heat Wave,TM069 : Earthquake,TM071 : Hyper Voice,TM073 : Surf,TM074 : Shadow Ball,TM075 : Dragon Pulse,TM079 : Hurricane,TM085 : Substitute,TM093 : Outrage,TM094 : Whirlwind,TM096 : Hydro Pump,TM102 : Focus Blast,TM103 : Work Up,TM105 : Blizzard,TM106 : Thunder,TM109 : Facade,TM130 : Charge Beam,TM143 : Scale Shot,TM145 : Razor Wind,TM147 : Tri Attack,",No Egg Moves
Beldum,"— : Tackle,","TM001 : Headbutt,TM047 : Agility,TM058 : Iron Head,TM059 : Zen Headbutt,TM080 : Iron Defense,TM109 : Facade,TM157 : Steel Beam,",No Egg Moves
Metang,"Evolve : Confusion,Evolve : Metal Claw,— : Tackle,— : Bullet Punch,6 : Zen Headbutt,18 : Flash Cannon,26 : Take Down,34 : Psycho Cut,42 : Psychic,50 : Iron Head,54 : Iron Defense,58 : Hyper Beam,","TM001 : Headbutt,TM003 : Psyshock,TM010 : Brick Break,TM012 : Rock Slide,TM016 : Light Screen,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM027 : Swift,TM031 : Reflect,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM044 : Hyper Beam,TM047 : Agility,TM048 : Self-Destruct,TM053 : Sludge Bomb,TM056 : Double-Edge,TM058 : Iron Head,TM059 : Zen Headbutt,TM063 : Psychic,TM069 : Earthquake,TM074 : Shadow Ball,TM080 : Iron Defense,TM084 : Flash Cannon,TM085 : Substitute,TM109 : Facade,TM115 : Trailblaze,TM126 : Magnet Bomb,TM156 : Meteor Beam,TM157 : Steel Beam,",No Egg Moves
Metagross,"— : Explosion,— : Heavy Slam,— : Tackle,— : Confusion,— : Metal Claw,— : Bullet Punch,6 : Zen Headbutt,18 : Flash Cannon,26 : Take Down,34 : Psycho Cut,42 : Psychic,46 : Brutal Swing,50 : Iron Head,54 : Iron Defense,58 : Hyper Beam,","TM001 : Headbutt,TM003 : Psyshock,TM010 : Brick Break,TM012 : Rock Slide,TM016 : Light Screen,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM027 : Swift,TM031 : Reflect,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM044 : Hyper Beam,TM045 : Knock Off,TM047 : Agility,TM048 : Self-Destruct,TM053 : Sludge Bomb,TM055 : Giga Impact,TM056 : Double-Edge,TM058 : Iron Head,TM059 : Zen Headbutt,TM063 : Psychic,TM065 : Stone Edge,TM069 : Earthquake,TM074 : Shadow Ball,TM080 : Iron Defense,TM084 : Flash Cannon,TM085 : Substitute,TM108 : Comet Punch,TM109 : Facade,TM115 : Trailblaze,TM118 : Shadow Punch,TM124 : Psychic Fangs,TM126 : Magnet Bomb,TM139 : Swagger,TM146 : Skull Bash,TM156 : Meteor Beam,TM157 : Steel Beam,",No Egg Moves
Xerneas,"— : Tackle,5 : Light Screen,20 : Night Slash,35 : Horn Leech,50 : Take Down,55 : Geomancy,60 : Moonblast,70 : Megahorn,75 : Close Combat,80 : Outrage,85 : Giga Impact,","TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM012 : Rock Slide,TM016 : Light Screen,TM017 : Protect,TM020 : Play Rough,TM027 : Swift,TM031 : Reflect,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM044 : Hyper Beam,TM055 : Giga Impact,TM059 : Zen Headbutt,TM063 : Psychic,TM067 : Thunderbolt,TM071 : Hyper Voice,TM084 : Flash Cannon,TM085 : Substitute,TM092 : Dazzling Gleam,TM093 : Outrage,TM102 : Focus Blast,TM106 : Thunder,TM107 : Close Combat,TM109 : Facade,TM115 : Trailblaze,TM117 : Silver Wind,TM128 : Seed Bomb,TM151 : Petal Dance,TM152 : Solar Blade,",No Egg Moves
Yveltal,"— : Gust,— : Double Team,5 : Taunt,10 : Snarl,35 : Air Slash,40 : Dark Pulse,45 : Psychic,55 : Oblivion Wing,60 : Phantom Force,65 : Dragon Rush,70 : Hurricane,75 : Focus Blast,85 : Hyper Beam,","TM002 : Dragon Claw,TM012 : Rock Slide,TM017 : Protect,TM027 : Swift,TM032 : Double Team,TM033 : Body Slam,TM035 : Endure,TM043 : Fly,TM044 : Hyper Beam,TM055 : Giga Impact,TM059 : Zen Headbutt,TM061 : Shadow Claw,TM063 : Psychic,TM068 : Heat Wave,TM071 : Hyper Voice,TM074 : Shadow Ball,TM079 : Hurricane,TM082 : U-turn,TM085 : Substitute,TM090 : Dark Pulse,TM095 : Taunt,TM097 : Heal Block,TM102 : Focus Blast,TM109 : Facade,TM119 : Ominous Wind,TM127 : Dream Eater,TM134 : Dual Wingbeat,TM145 : Razor Wind,TM150 : Vacuum Wave,TM153 : Sky Attack,",No Egg Moves
Zygarde,"— : Bite,— : Dragon Breath,— : Bulldoze,— : Thousand Arrows,— : Thousand Waves,— : Land's Wrath,— : Core Enforcer,8 : Haze,16 : Dig,24 : Safeguard,32 : Crunch,40 : Dragon Pulse,44 : Breaking Swipe,56 : Glare,60 : Sludge Wave,70 : Extreme Speed,80 : Earthquake,88 : Outrage,","TM010 : Brick Break,TM012 : Rock Slide,TM017 : Protect,TM025 : Crunch,TM027 : Swift,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM044 : Hyper Beam,TM051 : Safeguard,TM052 : Earth Power,TM054 : Draco Meteor,TM055 : Giga Impact,TM058 : Iron Head,TM059 : Zen Headbutt,TM065 : Stone Edge,TM069 : Earthquake,TM071 : Hyper Voice,TM075 : Dragon Pulse,TM078 : Bulldoze,TM085 : Substitute,TM093 : Outrage,TM102 : Focus Blast,TM109 : Facade,TM123 : Poison Fang,TM124 : Psychic Fangs,TM126 : Magnet Bomb,TM136 : Scorching Sands,TM143 : Scale Shot,TM147 : Tri Attack,TM154 : Fissure,",No Egg Moves
Diancie,"— : Tackle,— : Rock Throw,— : Harden,— : Diamond Storm,7 : Amnesia,14 : Fake Tears,21 : Draining Kiss,33 : Rock Slide,42 : Light Screen,44 : Power Gem,46 : Stealth Rock,50 : Stone Edge,54 : Moonblast,","TM003 : Psyshock,TM006 : Calm Mind,TM012 : Rock Slide,TM016 : Light Screen,TM017 : Protect,TM019 : Power Gem,TM020 : Play Rough,TM027 : Swift,TM031 : Reflect,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM044 : Hyper Beam,TM051 : Safeguard,TM052 : Earth Power,TM055 : Giga Impact,TM063 : Psychic,TM065 : Stone Edge,TM080 : Iron Defense,TM084 : Flash Cannon,TM085 : Substitute,TM088 : Spikes,TM092 : Dazzling Gleam,TM099 : Metronome,TM109 : Facade,TM117 : Silver Wind,TM120 : Ancient Power,TM126 : Magnet Bomb,TM136 : Scorching Sands,TM156 : Meteor Beam,",No Egg Moves
Mewtwo,"— : Confusion,— : Swift,12 : Psybeam,16 : Psycho Cut,24 : Safeguard,32 : Amnesia,40 : Aura Sphere,48 : Psychic,64 : Mist,72 : Psystrike,80 : Recover,88 : Future Sight,","TM003 : Psyshock,TM006 : Calm Mind,TM007 : Toxic,TM008 : Thunder Wave,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM019 : Power Gem,TM022 : Aerial Ace,TM023 : Thunder Punch,TM024 : Ice Punch,TM026 : Energy Ball,TM027 : Swift,TM029 : Fire Punch,TM031 : Reflect,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM039 : Discharge,TM044 : Hyper Beam,TM047 : Agility,TM048 : Self-Destruct,TM051 : Safeguard,TM052 : Earth Power,TM055 : Giga Impact,TM056 : Double-Edge,TM057 : Will-O-Wisp,TM059 : Zen Headbutt,TM060 : Future Sight,TM062 : Flamethrower,TM063 : Psychic,TM064 : Solar Beam,TM065 : Stone Edge,TM067 : Thunderbolt,TM069 : Earthquake,TM074 : Shadow Ball,TM077 : Poison Jab,TM079 : Hurricane,TM083 : Nasty Plot,TM085 : Substitute,TM087 : Iron Tail,TM090 : Dark Pulse,TM095 : Taunt,TM097 : Heal Block,TM099 : Metronome,TM102 : Focus Blast,TM105 : Blizzard,TM106 : Thunder,TM108 : Comet Punch,TM109 : Facade,TM110 : Chilling Water,TM113 : Low Sweep,TM115 : Trailblaze,TM116 : Pay Day,TM120 : Ancient Power,TM127 : Dream Eater,TM131 : Drain Punch,TM147 : Tri Attack,TM150 : Vacuum Wave,",No Egg Moves
Mankey,"— : Tackle,— : Leer,— : Focus Energy,8 : Rock Throw,10 : Rock Smash,13 : Take Down,16 : Low Sweep,18 : Knock Off,22 : Bulldoze,25 : Brick Break,28 : Facade,40 : Screech,44 : Close Combat,50 : Outrage,54 : Dynamic Punch,","TM001 : Headbutt,TM004 : Rock Smash,TM005 : Roar,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM027 : Swift,TM028 : Dig,TM029 : Fire Punch,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM045 : Knock Off,TM050 : Overheat,TM056 : Double-Edge,TM061 : Shadow Claw,TM065 : Stone Edge,TM067 : Thunderbolt,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM082 : U-turn,TM085 : Substitute,TM091 : Curse,TM093 : Outrage,TM095 : Taunt,TM099 : Metronome,TM100 : Gunk Shot,TM102 : Focus Blast,TM103 : Work Up,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM116 : Pay Day,TM121 : Torment,TM128 : Seed Bomb,TM129 : Circle Throw,TM131 : Drain Punch,TM135 : Dual Chop,TM137 : Storm Throw,TM139 : Swagger,","Counter,Curse,Spite,Encore,Beat Up,Night Slash,"
Primeape,"— : Tackle,— : Leer,— : Focus Energy,8 : Rock Throw,10 : Rock Smash,13 : Take Down,16 : Low Sweep,18 : Knock Off,22 : Bulldoze,25 : Brick Break,28 : Facade,35 : Rage Fist,40 : Screech,44 : Close Combat,50 : Outrage,54 : Dynamic Punch,","TM001 : Headbutt,TM004 : Rock Smash,TM005 : Roar,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM027 : Swift,TM028 : Dig,TM029 : Fire Punch,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM044 : Hyper Beam,TM045 : Knock Off,TM050 : Overheat,TM055 : Giga Impact,TM056 : Double-Edge,TM061 : Shadow Claw,TM065 : Stone Edge,TM067 : Thunderbolt,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM082 : U-turn,TM085 : Substitute,TM091 : Curse,TM093 : Outrage,TM095 : Taunt,TM099 : Metronome,TM100 : Gunk Shot,TM102 : Focus Blast,TM103 : Work Up,TM106 : Thunder,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM116 : Pay Day,TM121 : Torment,TM128 : Seed Bomb,TM129 : Circle Throw,TM131 : Drain Punch,TM135 : Dual Chop,TM137 : Storm Throw,TM139 : Swagger,TM150 : Vacuum Wave,","Counter,Curse,Spite,Encore,Beat Up,Night Slash,"
Annihilape,"Evolve : Shadow Punch,Evolve : Phantom Force,— : Tackle,— : Leer,— : Focus Energy,8 : Rock Throw,10 : Rock Smash,13 : Take Down,16 : Low Sweep,18 : Knock Off,22 : Bulldoze,25 : Brick Break,28 : Facade,35 : Rage Fist,40 : Screech,44 : Close Combat,50 : Outrage,54 : Dynamic Punch,","TM001 : Headbutt,TM004 : Rock Smash,TM005 : Roar,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM027 : Swift,TM028 : Dig,TM029 : Fire Punch,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM044 : Hyper Beam,TM045 : Knock Off,TM050 : Overheat,TM055 : Giga Impact,TM056 : Double-Edge,TM061 : Shadow Claw,TM065 : Stone Edge,TM067 : Thunderbolt,TM069 : Earthquake,TM074 : Shadow Ball,TM077 : Poison Jab,TM078 : Bulldoze,TM082 : U-turn,TM085 : Substitute,TM091 : Curse,TM093 : Outrage,TM095 : Taunt,TM099 : Metronome,TM100 : Gunk Shot,TM102 : Focus Blast,TM103 : Work Up,TM106 : Thunder,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM116 : Pay Day,TM118 : Shadow Punch,TM121 : Torment,TM128 : Seed Bomb,TM129 : Circle Throw,TM131 : Drain Punch,TM135 : Dual Chop,TM137 : Storm Throw,TM139 : Swagger,TM150 : Vacuum Wave,","Counter,Curse,Spite,Encore,Beat Up,Night Slash,"
Meowth,"— : Pay Day,— : Tail Whip,— : Growl,10 : Bite,13 : Taunt,17 : Screech,22 : Slash,27 : Nasty Plot,30 : Hypnosis,34 : Take Down,37 : Charm,40 : Fake Tears,48 : Play Rough,","TM001 : Headbutt, : ,TM010 : Brick Break,TM017 : Protect, : ,TM020 : Play Rough, : ,TM025 : Crunch, : ,TM028 : Dig,TM032 : Double Team, : ,TM034 : Night Slash, : ,TM037 : Stealth Rock, : ,TM045 : Knock Off, : ,TM049 : Icy Wind, : ,TM058 : Iron Head, : ,TM067 : Thunderbolt, : ,TM074 : Shadow Ball,TM081 : X-Scissor, : ,TM083 : Nasty Plot,TM085 : Substitute,TM088 : Spikes, : ,TM091 : Curse,TM095 : Taunt, : ,TM099 : Metronome, : ,TM103 : Work Up, : ,TM107 : Close Combat, : ,TM110 : Chilling Water, : ,TM116 : Pay Day, : ,TM125 : Mimic, : ,TM139 : Swagger, : ,TM157 : Steel Beam,","Tail Whip,Hypnosis,Flail,Spite,Covet,Last Resort,Flatter,Parting Shot,Double-Edge,Curse,Night Slash,"
Persian,"— : Pay Day,— : Tail Whip,— : Growl,10 : Bite,13 : Taunt,15 : Metal Claw,17 : Screech,22 : Slash,27 : Nasty Plot,30 : Hypnosis,34 : Take Down,37 : Charm,40 : Fake Tears,44 : Mimic,48 : Play Rough,","TM001 : Headbutt, : ,TM008 : Thunder Wave, : ,TM019 : Power Gem, : ,TM022 : Aerial Ace, : ,TM028 : Dig, : ,TM033 : Body Slam,TM035 : Endure, : ,TM044 : Hyper Beam, : ,TM047 : Agility, : ,TM055 : Giga Impact, : ,TM061 : Shadow Claw, : ,TM071 : Hyper Voice, : ,TM082 : U-turn, : ,TM085 : Substitute, : ,TM088 : Spikes,TM090 : Dark Pulse, : ,TM095 : Taunt, : ,TM099 : Metronome, : ,TM103 : Work Up, : ,TM109 : Facade, : ,TM115 : Trailblaze, : ,TM122 : False Swipe, : ,TM128 : Seed Bomb, : ,TM146 : Skull Bash,","Tail Whip,Hypnosis,Flail,Spite,Covet,Last Resort,Flatter,Parting Shot,"
Perrserker,"Evolve : Iron Head,— : Pay Day,— : Growl,6 : Tail Whip,10 : Bite,13 : Taunt,15 : Metal Claw,17 : Screech,22 : Slash,27 : Nasty Plot,30 : Hypnosis,34 : Take Down,37 : Charm,40 : Metal Sound,44 : Mimic,48 : Outrage,","TM001 : Headbutt,TM008 : Thunder Wave,TM010 : Brick Break,TM011 : Bulk Up,TM017 : Protect,TM020 : Play Rough,TM022 : Aerial Ace,TM025 : Crunch,TM027 : Swift,TM028 : Dig,TM030 : Swords Dance,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM037 : Stealth Rock,TM041 : Water Pulse,TM044 : Hyper Beam,TM045 : Knock Off,TM049 : Icy Wind,TM055 : Giga Impact,TM056 : Double-Edge,TM058 : Iron Head,TM061 : Shadow Claw,TM067 : Thunderbolt,TM071 : Hyper Voice,TM074 : Shadow Ball,TM076 : Liquidation,TM080 : Iron Defense,TM081 : X-Scissor,TM082 : U-turn,TM083 : Nasty Plot,TM084 : Flash Cannon,TM085 : Substitute,TM087 : Iron Tail,TM088 : Spikes,TM090 : Dark Pulse,TM091 : Curse,TM093 : Outrage,TM095 : Taunt,TM097 : Heal Block,TM099 : Metronome,TM100 : Gunk Shot,TM103 : Work Up,TM106 : Thunder,TM107 : Close Combat,TM109 : Facade,TM110 : Chilling Water,TM115 : Trailblaze,TM116 : Pay Day,TM122 : False Swipe,TM125 : Mimic,TM128 : Seed Bomb,TM135 : Dual Chop,TM139 : Swagger,TM141 : Fake Out,TM146 : Skull Bash,TM157 : Steel Beam,","Double-Edge,Curse,Flail,Spite,Covet,Night Slash,"
Farfetch'd,"— : Leer,— : Peck,10 : Gust,12 : Steel Wing,16 : Aerial Ace,20 : Knock Off,22 : Quick Attack,24 : Brutal Swing,25 : False Swipe,27 : Focus Energy,30 : Slash,34 : Swords Dance,36 : Feather Dance,40 : Air Slash,42 : Leaf Blade,47 : Agility,55 : Brave Bird,","TM004 : Rock Smash,TM017 : Protect, : ,TM027 : Swift, : ,TM033 : Body Slam, : ,TM035 : Endure, : ,TM045 : Knock Off, : ,TM056 : Double-Edge,TM077 : Poison Jab, : ,TM085 : Substitute, : ,TM091 : Curse, : ,TM107 : Close Combat, : ,TM115 : Trailblaze, : ,TM134 : Dual Wingbeat, : ,TM145 : Razor Wind,TM152 : Solar Blade, : ,",No Egg Moves
Sirfetch'd,"Evolve : Iron Defense,— : Leer,— : Peck,— : Detect,10 : Rock Smash,12 : Steel Wing,16 : Aerial Ace,20 : Knock Off,22 : Quick Attack,24 : Brutal Swing,25 : False Swipe,27 : Focus Energy,30 : Slash,34 : Swords Dance,36 : Feather Dance,40 : Brick Break,42 : Leaf Blade,47 : Agility,55 : Brave Bird,60 : Meteor Assault,","TM004 : Rock Smash,TM010 : Brick Break,TM017 : Protect,TM022 : Aerial Ace,TM027 : Swift,TM030 : Swords Dance,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM043 : Fly,TM045 : Knock Off,TM047 : Agility,TM056 : Double-Edge,TM077 : Poison Jab,TM080 : Iron Defense,TM082 : U-turn,TM085 : Substitute,TM087 : Iron Tail,TM091 : Curse,TM103 : Work Up,TM107 : Close Combat,TM109 : Facade,TM122 : False Swipe,TM134 : Dual Wingbeat,TM142 : First Impression,TM145 : Razor Wind,TM146 : Skull Bash,TM150 : Vacuum Wave,TM152 : Solar Blade,TM153 : Sky Attack,",No Egg Moves
